,poem,author,title,length,themes,url
3085,makes the air quiver and dart the throat ache to call makes the heart cheer the ear keen to the sheer glorious windfall of oriole veery vireo,Sidney Wade,first green flare,27,"['Beauty', 'Nature']",https://www.poets.org/poetsorg/poem/first-green-flare
3086,"Very long ago when the exquisite celadon bowl that was the mikado's favorite cup got broken, no one in Japan had the skill and courage to mend it. So the pieces were taken back to China with a plea to the emperor that it be repaired. When the bowl returned,  it was held together with heavy iron staples. The letter with it said they could not make it more perfect. Which turned out to be true.",Linda Gregg,The Secrets of Poetry,77,"['Beauty', 'Writing']",https://www.poets.org/poetsorg/poem/secrets-poetry
3087,"The actors mill about the party saying rhubarb because other words do not sound like conversation. In the kitchen, always, one who's just discovered beauty, his mouth full of whiskey and strawberries. He practices the texture of her hair with his tongue; in her, five billion electrons pop their atoms. Rhubarb in electromagnetic loops, rhubarb, rhubarb, the din increases.",Lyrae Van Clief-Stefanon,Transit of Venus,59,"['Beauty', 'Eating', 'Eating', 'Existential']",https://www.poets.org/poetsorg/poem/transit-venus
3088,"The readers of the  Boston Evening Transcript 	 Sway in the wind like a field of ripe corn.	   When evening quickens faintly in the street,	 Wakening the appetites of life in some	 And to others bringing the  Boston Evening Transcript , I mount the steps and ring the bell, turning	 Wearily, as one would turn to nod good-bye to Rochefoucauld,	 If the street were time and he at the end of the street,	 And I say, ""Cousin Harriet, here is the  Boston Evening Transcript .""",T. S. Eliot,The Boston Evening Transcript,90,"['Beauty', 'Landscapes', 'Weather', 'Weather']",https://www.poets.org/poetsorg/poem/boston-evening-transcript
3089,Over the shop where silk is sold Still the dragon kites are flying.,Amy Lowell,Poetry,13,"['Beauty', 'Writing']",https://www.poets.org/poetsorg/poem/poetry-3
3090,just as I am I come knee bent and body bowed  this here's sorrow's home  my body's southern song  cram all you can  into jelly jam  preserve a feeling  keep it sweet   so beautiful it was  presumptuous to alter  the shape of my pleasure in doing or making  proceed with abandon  finding yourself where you are  and who you're playing for  what stray companion,Harryette Mullen,Muse & Drudge [just as I am I come],78,"['Beauty', 'Cooking']",https://www.poets.org/poetsorg/poem/muse-drudge-just-i-am-i-come
3091,"Only that it should be beautiful,  Only that it should be beautiful,   O, beautiful  Red green bluethe wet lips Laughing  Or the curl of the white shell  And the beauty of women, the perfect tendons Under the skin, the perfect life  That can twist in a flood Of desire  Not truth but each other  The bright, bright skin, her hands wavering In her incredible need",George Oppen,"Of Being Numerous, 32",74,"['Beauty', 'Body']",https://www.poets.org/poetsorg/poem/being-numerous-32
3092,"Green is the false nettle and green is its bloom and few are the tenders you pull from your room,  fewest are the cinders that fall from your fire, the many times I wait at the sparking of desire,  and full yearned, unsated you adopt a green regret, unfaithed a slopping kettle you in my love, beset.",Susan Wheeler,Poem,59,"['Beauty', 'Flowers']",https://www.poets.org/poetsorg/poem/poem-3
3093,"The way the world is not Astonished at you It doesn't blink a leaf When we step from the house Leads me to think That beauty is natural, unremarkable And not to be spoken of Except in the course of things The course of singing and worksharing The course of squeezes and neighbors The course of you tying back your raving hair to go out And the course of course of me Astonished at you The way the world is not",Bill Knott,Sonnet,81,['Beauty'],https://www.poets.org/poetsorg/poem/sonnet-0
3094,"This beauty that I see the sun going down scours the entangled and lightly henna withies and the wind whips them as it would ship a cloud is passing so swiftly into night. A moon, full and flat, and stars a freight train passing passing it is the sea and not a train. This beauty that collects dry leaves in pools and pockets and goes freezingly, just able still to swiftly flow it goes, it goes.",James Schuyler,Poem,76,"['Beauty', 'Landscapes', 'Weather']",https://www.poets.org/poetsorg/poem/poem-15
3095,"The apparition of these faces in the crowd; Petals on a wet, black bough.",Ezra Pound,In a Station of the Metro,14,"['Beauty', 'Cities', 'Ghosts', 'Nature']",https://www.poets.org/poetsorg/poem/station-metro
3096,"A diamond of a morning   Waked me an hour too soon; Dawn had taken in the stars   And left the faint white moon.  O white moon, you are lonely,   It is the same with me, But we have the world to roam over,   Only the lonely are free.",Sara Teasdale,Morning Song,57,"['Beauty', 'Love', 'Nature']",https://www.poets.org/poetsorg/poem/morning-song-1
3097,These poems they are things that I do in the dark reaching for you whoever you are and are you ready? These words they are stones in the water running away These skeletal lines they are desperate arms for my longing and love. I am a stranger learning to worship the strangers around me whoever you are whoever I may become.,June Jordan,These Poems,61,"['Beauty', 'Thought', 'Thought']",https://www.poets.org/poetsorg/poem/these-poems-0
3098,"there are the stars and the sickle stare of the moon there are the frogs dancing in the joy of the ditch and the crickets serenading everything there are the trees and the huge shadow of the wind whispering the old hymns of my childhood and of course, there are the stars again. winking at me like a curious woman.  i am learning to breathe.",Andrs Montoya,constellation,66,"['Beauty', 'Nature']",https://www.poets.org/poetsorg/poem/constellation
3099,"The sky is that beautiful old parchment in which the sun and the moon keep their diary. To read it all, one must be a linguist more learned than Father Wisdom; and a visionary more clairvoyant than Mother Dream. But to feel it, one must be an apostle: one who is more than intimate in having been, always, the only confidant  like the earth or the sea.",Alfred Kreymborg,Old Manuscript,68,"['Beauty', 'Earth']",https://www.poets.org/poetsorg/poem/old-manuscript
3100,dew grass a fire shine mountain a lung pine cone the bone tsunami rock hawk jaw gravity a fall all consuming a song chirp for sunlight spine daggers cracking the sky an ocean paused in its crashing creature shake trip whistle rustle nut squirrel swish stump thunder or thump thump a swallowing you beautiful urchin you rot mound of moss.,Susan Landers,"I Dont Know What Youre Called, Ill Call You by Your Sounds",60,['Beauty'],https://www.poets.org/poetsorg/poem/i-dont-know-what-youre-called-ill-call-you-your-sounds
3101,"Blush slash shocks callous London. Worth built his own house. Others consider cloths ripple, want a red flare to flaunt.  Finerys patterns indeed shift to threads, line draws down interred silhouette. But while we live awhile here pattern and line gather  quiet that is anything but quiet. Each time, dream delights as if a small wing beats, and leaves dance under our transient skins.",Valerie Wallace,House of McQueen,66,['Beauty'],https://www.poets.org/poetsorg/poem/house-mcqueen
3102,"Winter, friend, I get it. We are having a long talk and have just gotten into the thick of it.  Days ago the signs were there. I was the only thing dark and moving  through the white woods, and my leg kept leaving me small grey commas of ice seen coming back.  This is a very long talk weve been having. My body already knew and began to make an important list.",Jill Osier,"The Snow (Stands to My Waist), (Like) Me (Falls Still)",75,"['Beauty', 'Body', 'Self']",https://www.poets.org/poetsorg/poem/snow-stands-my-waist-me-falls-still
3103,"When night drifts along the streets of the city, And sifts down between the uneven roofs, My mind begins to peek and peer. It plays at ball in odd, blue Chinese gardens, And shakes wrought dice-cups in Pagan temples Amid the broken flutings of white pillars. It dances with purple and yellow crocuses in its hair, And its feet shine as they flutter over drenched grasses. How light and laughing my mind is, When all the good folk have put out their bedroom candles, And the city is still.",Amy Lowell,Solitare,89,"['Beauty', 'Cities', 'Night']",https://www.poets.org/poetsorg/poem/solitare
3104,"Do you still remember: falling stars, how they leapt slantwise through the sky like horses over suddenly held-out hurdles of our wishesdid we have  so  many? for stars, innumerable, leapt everywhere; almost every gaze upward became wedded to the swift hazard of their play, and our heart felt like a single thing beneath that vast disintegration of their brilliance and was whole, as if it would survive them!",Rainer Maria Rilke,Untitled [Do you still remember: falling stars],70,"['Beauty', 'Hope', 'Love', 'Nostalgia', 'Space']",https://www.poets.org/poetsorg/poem/untitled-do-you-still-remember-falling-stars
3105,"Your eyes are just like bees, and I feel like a flower. Their brown power makes a breeze go over my skin. When your lashes ride down and rise like brown bees legs, your pronged gaze makes my eyes gauze. I wish we were in some shade and no swarm of other eyes to know that Im a flower breathing bare, laid open to your bees warm stare. Id let you wade in me and seize with your eager brown bees power a sweet glistening at my core.",May Swenson,Four-Word Lines,88,"['Beauty', 'Desire', 'Flowers']",https://www.poets.org/poetsorg/poem/four-word-lines
3106,"Why must I tell you this story, O little one Youre just a bud-of-a-girl, who knows nothing Now you are full-faced, bright as sun Now you open your skirts pink, layered, brazen Suffering is alchemy, change is God Now you droop your head, heavy with rust Sit, contemplate, what did Buddha say? Old age, sickness, death, no one owns eternity Detach, detach, look away from the sun Let your petals fall aimlessly Dont despair, little one, we are done",Marilyn Chin,Peony,79,"['Beauty', 'Death', 'Flowers']",https://www.poets.org/poetsorg/poem/peony
3107,"I was whispered along the road at Ache toward the sun-puddled gate the sum of yearning for whatever makes you emptier better weather, the absence of bees but the year tells it better, all the hives unraveling into summer, little mouths flooding the May air to stillness. My telling tints the blue air whiter, storm-white open ear listening to what will unspool next, clover, apple-trees, and to what I owe the mysterious reciter arriving driving out dry the flood month spelling me in every direction, unclear but swarming, given this my year to hear",Kazim Ali,Road at Ache,94,"['Beauty', 'Nature']",https://www.poets.org/poetsorg/poem/road-ache
3108,the blk(est) night be a blk girl she think her hair too good   & her waist   too small     & her fit     too cute       & her jeans       too flyy & her mama ain't nothing like her & the bitches on the corner ain't nothing like her & can't nobody sweat her style                    but jesus,Mahogany L. Browne,the blk(est) night,96,"['Beauty', 'Night']",https://www.poets.org/poetsorg/poem/blkest-night
3109,"after Rilke Despite the absent head (whose eyes were the green of apples) the supple flesh hums with the afterglow of those eyes which is why the curve of chest shimmers which is why the twist of loin turns that look into a smile, snaring your eyes, leading them slowly to regions below the waist...That block of stone more than a figure disfigured and short; cascade of shoulder glints like a sinewy beast of prey, whose edges blink like starsthat torso: gazing on its own. Step closer: go blind",Francisco Aragn,Torso,89,"['Beauty', 'Body', 'Visual Art']",https://www.poets.org/poetsorg/poem/torso
3110,"Sewing patterns are designed for imaginary people, based on average measurements taken in the 1930s by the WPA and adjusted over the decades by the Industry. I sew a Misses 14, designed for a woman 55 to 56, 36/28/38, which is to say no one, so I alter the pattern to fit a phantom of me instead of a phantom of her. She doesnt need any more dresses.",Chase Twichell,The Phantoms for Which Clothes Are Designed,68,['Beauty'],https://www.poets.org/poetsorg/poem/phantoms-which-clothes-are-designed
3111,"The glory of the day was in her face, The beauty of the night was in her eyes. And over all her loveliness, the grace Of Morning blushing in the early skies. And in her voice, the calling of the dove; Like music of a sweet, melodious part. And in her smile, the breaking light of love; And all the gentle virtues in her heart. And now the glorious day, the beauteous night, The birds that signal to their mates at dawn, To my dull ears, to my tear-blinded sight Are one with all the dead, since she is gone.",James Weldon Johnson,The Glory of the Day Was in Her Face,100,['Beauty'],https://www.poets.org/poetsorg/poem/glory-day-was-her-face
3112,"Come second heartbeat sounding in the breast Come prismatic light dissembling Come familiar spirit Come bare-chested in the weeds Come private imposter Come hidden ballast Come sudden departures Come stress without shape Because belief is odd Come swaggering answer Come invisible ink Come beatific scrawl Come as squirrels are climbing backwards Come as dogwood blossoms come apart Come strumming an unspeakable power ballad Through a torrent of rain with cheeks flushed scarlet Come down the rusty metal slide Come belted kingfisher flapping Come lavender asters wheeling Come loose, a sapling lengthening Come honeysuckle Come glistening",Jenny Johnson,Summoning the Body That Is Mine When I Shut My Eyes,95,"['Beauty', 'Body']",https://www.poets.org/poetsorg/poem/summoning-body-mine-when-i-shut-my-eyes
3113,"One moment take thy rest. Out of mere nought in space Beauty moved human breast To tell in this far face A dream in noonday seen, Never to fade or pass; A breath-times mute delight; A joy in flight: The aught desire doth mean Sighing, Alas!",Walter de la Mare,Alas,46,['Beauty'],https://www.poets.org/poetsorg/poem/alas
3114,"(To a Brown Boy) Tis a noble gift to be brown, all brown,  Like the strongest things that make up this earth, Like the mountains grave and grand,  Even like the very land,  Even like the trunks of trees  Even oaks, to be like these! God builds His strength in bronze. To be brown like thrush and lark!  Like the subtle wren so dark! Nay, the king of beasts wears brown;  Eagles are of this same hue. I thank God, then, I am brown.  Brown has mighty things to do.",Effie Lee Newsome,The Bronze Legacy,97,"['Beauty', 'Identity']",https://www.poets.org/poetsorg/poem/bronze-legacy
3115,"Say not of Beauty she is good, Or aught but beautiful, Or sleek to doves wings of the wood Her wild wings of a gull. Call her not wicked; that words touch Consumes her like a curse; But love her not too much, too much, For that is even worse. O, she is neither good nor bad, But innocent and wild! Enshrine her and she dies, who had The hard heart of a child.",Elinor Wylie,Beauty,74,['Beauty'],https://www.poets.org/poetsorg/poem/beauty-0
3116,We are even more modern we are free not to know pining pining til the trees are in their autumn beauty who knows why we are free an LP of poetry left on in the apartment while I walk my love to the subway she turns to gold in the light banking off the ball-fields and to have to think of that small pale body asleep I return I take the stairs 3 at a time and now my heart is sore,Matthew Rohrer,Divine Overdose,82,['Beauty'],https://www.poets.org/poetsorg/poem/divine-overdose
3117,"One night When there was a clear moon, I sat down To write a poem About maple trees. But the dazzle of moonlight In the ink Blinded me, And I could only write What I remembered. Therefore, on the wrapping of my poem I have inscribed your name.",Amy Lowell,Lacquer Prints [By Messenger],48,['Beauty'],https://www.poets.org/poetsorg/poem/lacquer-prints-messenger
3118,"In need of air, she unhinged every window, revolving ones downstairs, upstairs skylights, mid-floor French doors, swept into the house the salt-brine, the cricket chirp, the osprey whistle, the sea-current, sound of the Sound, but had not noticed the basement bedroom window shielded by blinds, screen-less. Later that night when they returned home, lights illuminating the downstairs hall, insects inhabited the ground floor rooms. She carried handfuls of creatures across a River Styx the katydids perched on lampshades, beach tiger beetles shuttling across floorboards, nursery web spiders splotching the ceilingtrying to put back the wild fury she had released.",Elise Paschen,After the Squall,99,"['Beauty', 'Despair']",https://www.poets.org/poetsorg/poem/after-squall
3119,"I am a seed Of the tree of knowledge. I arrived here In mothers steel womb A snug, dark pod With my hundred siblings. On impact, her womb opened And we scattered hundreds of yards. I am a blue ridged-winged ball, Created to appeal To any childs senses Of beauty and curiosity. When a child finds me, Buried among roots of berries Or wild flowers, And cradles me In her warm hands, My heart melts.",Soul Vang,Song of the Cluster Bomblet,75,"['Beauty', 'Violence', 'Violence']",https://www.poets.org/poetsorg/poem/song-cluster-bomblet
3120,"Awakened too early on Saturday morning  by the song of a mockingbird  imitating my clock radio alarm. 				 *  Walking along the green path with buds  in my ears, too engrossed in the morning news to listen to the stillness of the garden.",Harryette Mullen,Tanka Diary [Awakened too early on Saturday morning],47,"['Beginning', 'Gardens']",https://www.poets.org/poetsorg/poem/tanka-diary-awakened-too-early-saturday-morning
3121,"When I named you I was on the verge of a discovery, I was accumulating data, my condition was that of a person sitting late at night in a yellowing kitchen over steeping tea mumbling as his wife remotely does the laundry. My condition was that of a mathematician who cannot put the names to colors, who, confusing speaking and addition, identifies with confidence the rain soaked broad trunked redwood tree (whose scent releases all of winter) saying as he passes  one",Katie Peterson,At the Very Beginning,83,['Beginning'],https://www.poets.org/poetsorg/poem/very-beginning
3122,"When I rise up above the earth, And look down on the things that fetter me, I beat my wings upon the air, Or tranquil lie, Surge after surge of potent strength Like incense comes to me When I rise up above the earth And look down upon the things that fetter me.",Georgia Douglas Johnson,When I Rise Up,53,"['Beginning', 'Body', 'Future', 'Self']",https://www.poets.org/poetsorg/poem/when-i-rise
3123,"Theres the thing I shouldnt do and yet, and now I have the rest of the day to make up for, not undo, that cant be done but next time, think more calmly, breathe, say heres a new morning, morning, morning, (though why would that work, it isnt even hidden, hear it in there, more, more, more?)",Lia Purpura,Resolution,57,['Beginning'],https://www.poets.org/poetsorg/poem/resolution
3124,our Father I do love to walk down to the shore at dawn while the ground is cold and there sprinkle my cells to smashed ocean radios I dream that I was born with no tongue and that I can neither ask nor answer nor understand questions about where I come from that the waves are my clapping sisters so many dark swallowed ships my deleted thoughts cannon and coin pulp my new body and that any one of a million canyons trembling with the psalms of stones is my easily remembered mother who easily remembers me,Nathan Parker,Prayer,97,"['Beginning', 'Dreams']",https://www.poets.org/poetsorg/poem/prayer-5
3125,one arm still a swan's wing The worst had happened before: lovebefore I knew it was mine turned into a wild swan      and flew across the rough water  Outsider      seedword until I die I will be open to you as an egg speechless red,Jean Valentine,Eleventh Brother,55,"['Birds', 'Brothers', 'Love']",https://www.poets.org/poetsorg/poem/eleventh-brother
3126,"Last night I dreamed of chickens, there were chickens everywhere, they were standing on my stomach, they were nesting in my hair, they were pecking at my pillow, they were hopping on my head, they were ruffling up their feathers as they raced about my bed.  They were on the chairs and tables, they were on the chandeliers, they were roosting in the corners, they were clucking in my ears, there were chickens, chickens, chickens for as far as I could see... when I woke today, I noticed there were eggs on top of me.",Jack Prelutsky,Last Night I Dreamed of Chickens,96,"['Birds', 'For Children']",https://www.poets.org/poetsorg/poem/last-night-i-dreamed-chickens
3127,"The chickens are circling and blotting out the  day. The sun is  bright, but the  chickens are in  the way. Yes, the sky is dark with chickens,  dense with them. They turn and  then they turn  again. These  are the chickens you let loose one at a time and small various breeds. Now they have  come home to roostall the same kind at the same speed.",Kay Ryan,Home to Roost,75,['Birds'],https://www.poets.org/poetsorg/poem/home-roost
3128,"A second ago my heart thump went and I thought, ""This would be a bad time to have a heart attack and die, in the middle of a poem,"" then took comfort in the idea that no one I have ever heard  of has ever died in the middle of writing  a poem, just as birds never die in mid-flight. I think.",Ron Padgett,Poet as Immortal Bird,64,"['Birds', 'Death', 'Humor']",https://www.poets.org/poetsorg/poem/poet-immortal-bird
3129,But how find  how as it flew onward & the mountains gave back the sound to say what I mean the call of the bird & the echoe after  to say I've seen?  Raven hungers and calls and the mountain Hungers back and calls The whole range of peaks in the bird's beak. Raven lonely and the mountain rings Loneliness &  the echoe after we could see him no longer    The echo after we could see 	Light in echo the eye sees also through the ear 		a double infinity,Dan Beachy-Quick,"This Nest, Swift Passerine [excerpt]",96,"['Birds', 'Landscapes']",https://www.poets.org/poetsorg/poem/nest-swift-passerine-excerpt
3130,A two-legged bag stops me on the street and asks me                  what I'm carrying in bags under my arm carrying carrying carrying  Nothing Nothing Nothing Dead Nightingale Dead Hen,Novica Tadi,Conversation (I),47,['Birds'],https://www.poets.org/poetsorg/poem/conversation-i
3131,"I looked in my heart while the wild swans went over. And what did I see I had not seen before? Only a question less or a question more; Nothing to match the flight of wild birds flying. Tiresome heart, forever living and dying, House without air, I leave you and lock your door. Wild swans, come over the town, come over The town again, trailing your legs and crying!",Edna St. Vincent Millay,Wild Swans,70,['Birds'],https://www.poets.org/poetsorg/poem/wild-swans
3132,"at dusk from the island in the river, and it's not too cold, I'll wait for the moon to rise, then take wing and glide to meet him. We will not speak, but hooded against the frost soar above the alder flats, searching with tawny eyes. And then we'll sit in the shadowy spruce and pick the bones of careless mice, while the long moon drifts toward Asia and the river mutters in its icy bed. And when the morning climbs the limbs we'll part without a sound, fulfilled, floating homeward as the cold world awakens.",John Haines,If the Owl Calls Again,96,['Birds'],https://www.poets.org/poetsorg/poem/if-owl-calls-again
3133,XXIV for Barbara at Devizes And suddenly you was talking trees fall black with birds behind the hill and green as grass fly off into the sun o blinding girl the whole cathedral crash at your back XXV Not the blue the orthodoxy of the day But a blue like intuition The soft of the night into morning Felt here . remembered Under the hoofs of the cart,Kamau Brathwaite,from Mesongs,68,['Birds'],https://www.poets.org/poetsorg/poem/mesongs
3134,"This strange thing must have crept Right out of hell. It resembles a birds foot Worn around the cannibals neck. As you hold it in your hand, As you stab with it into a piece of meat, It is possible to imagine the rest of the bird: Its head which like your fist Is large, bald, beakless, and blind.",Charles Simic,Fork,59,"['Birds', 'Eating']",https://www.poets.org/poetsorg/poem/fork
3135,"The jacaranda blooms beside the drunk stick tree. Come. I see you swelling with nectar. Hear you, Venteveos , shriek till night. Come. See me. The jacaranda blooms beside the drunk stick tree. The violent violet petals pollen weep. A  bichofeo  sings of you with open throat and beak. A jacaranda blooms beside the drunk stick tree. I see you swell with nectar, hear you shriek.",Chip Livingston,Palo Borracho,68,"['Birds', 'Nature']",https://www.poets.org/poetsorg/poem/palo-borracho
3136,"Who can make a delicate adventure Of walking on the ground? Who can make grass-blades Arcades for pertly careless straying? You alone, who skim against these leaves, Turning all desire into light whips Moulded by your deep blue wing-tips, You who shrill your unconcern Into the sternly antique sky. You to whom all things Hold an equal kiss of touch. Mincing, wanton blue-bird, Grimace at the hoofs of passing men. You alone can lose yourself Within a sky, and rob it of its blue!",Maxwell Bodenheim,Advice to a Blue-Bird,84,['Birds'],https://www.poets.org/poetsorg/poem/advice-blue-bird
3137,"The birds were louder this morning, raucous, oblivious, tweeting their teensy bird-brains out. It scared me, until I remembered its Spring. How do they know it? A stupid question. Thank you, birdies. I had forgotten how promise feels.",Michael Ryan,Spring (Again),38,['Birds'],https://www.poets.org/poetsorg/poem/spring-again
3138,"boats used by African emigrants  to reach Spanish islands A girl asleep beneath a fishing net Sandals the color of tangerines Off the coast of Morocco A moonlit downpour, God's skeleton Bark, dory, punt, skiff ""Each with a soul full of scents"" Day after day spent shaping A ball of wax into a canary Little lamp, little lamp The word ""contraband"" arrived In English in the 16th century via Spanish Throw your shadow overboard Proverbs, blessings scratched into wood The tar of my country better than the honey of others",Eduardo C. Corral,Cayucos,91,"['Birds', 'Hope', 'Immigration', 'Migration']",https://www.poets.org/poetsorg/poem/cayucos
3139,"They dip their wings in the sunset, They dash against the air As if to break themselves upon its stillness: In every movement, too swift to count, Is a revelry of indecision, A furtive delight in trees they do not desire And in grasses that shall not know their weight. They hover and lean toward the meadow With little edged cries; And then, As if frightened at the earths nearness, They seek the high austerity of evening sky And swirl into its depth.",Leonora Speyer,Swallows,83,['Birds'],https://www.poets.org/poetsorg/poem/swallows
3140,"Black swallows swooping or gliding In a flurry of entangled loops and curves; The skaters skim over the frozen river. And the grinding click of their skates as they impinge upon the surface, Is like the brushing together of thin wing-tips of silver.",John Gould Fletcher,The Skaters,43,['Birds'],https://www.poets.org/poetsorg/poem/skaters
3141,"Under a splintered mast, torn from ship and cast  near her hull, a stumbling shepherd found embedded in the ground,  a sea-gull of lapis lazuli, a scarab of the sea,  with wings spread curling its coral feet, parting its beak to greet  men long dead.",Marianne Moore,Talisman,49,"['Birds', 'Oceans']",https://www.poets.org/poetsorg/poem/talisman
3142,Yes  Yes  I see it so they won't keep telling you  where it is,Naomi Shihab Nye,Lying While Birding,17,['Birds'],https://www.poets.org/poetsorg/poem/lying-while-birding
3143,"Shadow=life in its thin citadel porous to light and air, the only place on earth able to produce a feather. A penlight's probe determines whether the settlement will be vacant forever or hides hackles that might one morning, rising, crow.",Joyce Peseroff,Egg Candling,40,['Birds'],https://www.poets.org/poetsorg/poem/egg-candling
3144,"A miscellaneous screaming that comes from nowhere Raises the eyes at last to the moonward-flying Squadron of wild-geese arcing the spatial cold. Beyond the hunter's gun or the will's range They press southward, toward the secret marshes Where the appointed gunmen mark the crossing Of flight and moment. There is no force stronger (In the sweep of the monomaniac passion, time) Than the will toward destiny, which is death. Value the intermediate splendor of birds.",Hyam Plutzik,The Geese,75,['Birds'],https://www.poets.org/poetsorg/poem/geese
3145,"Were searching for the single yellow-headed blackbird weve heard commingles with thousands of starlings and brown-headed cowbirds, when the many- headed body arises and undulates, a sudden congress of wings in a maneuvering wave that veers and wheels, a fleet and schooling swarm in synchronous alarm, a bloom radiating in ribbons, in sheets, in waterfall, a murmuration of birds that turns liquid in air, that whooshes like waves on the shore, or the breath of a great seething prayer.",Sidney Wade,Birding at the Dairy,79,['Birds'],https://www.poets.org/poetsorg/poem/birding-dairy
3146,"Aerie , a two-ton nest. Adolescent pines snapped to kindle the crotch of a greater tree's looming a fledgling iced and powdered shore. Destination is warren and huntthe quivering kit, the river's silver quickening; destiny the ginned field unfurling  bolt run  to  stop . The shadow descending. Rising to that forked holding: three gray hooks, all fuzz and wide eyes and eager bobbing necks craned toward a sky steeling to Mother above them: that great beak, all it brings down.",Sandra Meek,Why Items Tend to Shift in Flight,83,"['Birds', 'Plants']",https://www.poets.org/poetsorg/poem/why-items-tend-shift-flight
3147,"Not enough left to make sure a swan stays  a swan until the end of the last act.    New strings need new arrangements, better bows,  a whole eveningyou weren't dreaming.    A progression of swan to court lady  requires a peasant girl in between.    Calculator, to me these things you show:    a calculator requires a show    not a new lady dreaming between stays.",Ish Klein,Bows from the Last Dance,80,"['Birds', 'Dance']",https://www.poets.org/poetsorg/poem/bows-last-dance
3148,"Heaven hunts round for those that find itself below, and then it snatches. Emily Dickinson    I wind the sheet of elegy  while he's still alive, I can't help it, I follow his breath while he sleeps,  greet each coming and going, with an  Ave . (Because of how the quick become the dead.)  But right now he's showering with a gospel choir, radio  half on and half off that station. And today's heaven is half hell,  half whole, half hurt, hunting every naked thing  with the same harsh delight.",Patrick Donnelly,Paradise on Black Ice,99,"['Body', 'Death']",https://www.poets.org/poetsorg/poem/paradise-black-ice
3149,"When the white trees are no longer in sight they are telling us something, like the body that undresses when someone is around, like the woman who wants to read what her nude curves are trying to say, of what it was to be together, lips on lips but it's over now, the town we once loved in, the maps we once drew, the echoes that once passed through us as if they needed something we had.",Nathalie Handal,White Trees,77,"['Body', 'Plants']",https://www.poets.org/poetsorg/poem/white-trees
3150,"David Abram  Like an enormous leech the pancreas lies with its head tucked into the duodenum, upside down, the tail outstretched over it, an animal curled in on itself. In the preserve jar of the belly, it wriggles like a strange, medieval cure. When we sleep, Anicka, the pancreas secretes its juices, reverting tonights  toutlerre  into Germanic syllables again:  cake ,  meat ,  blood . All of this healing is out of our hands. I turn to you, completely unconscious. Completely unconscious, you turn to me.",David Keplinger,"""An Insistent and Eager Harmoniousness to Things""",92,"['Body', 'Science']",https://www.poets.org/poetsorg/poem/insistent-and-eager-harmoniousness-things
3151,"My body is  A little  Green sea.  Bears bathe In it Then go to  Sleep in the  Basement. A four-wheeler  Slams past, And then the  Sea splashes  Around and  Around.   O little sea,  O my body, Sit here with me While I just talk.",Noelle Kocot,Talk,56,['Body'],https://www.poets.org/poetsorg/poem/talk-0
3152,"One child has brown eyes, one has blue One slanted, another rounded One so nearsighted he squints internal  One had her extra epicanthic folds removed One downcast, one couldn't be bothered One roams the heavens for a perfect answer One transfixed like a dead doe, a convex mirror One shines double-edged like a poisoned dagger Understand their vision, understand their blindness Understand their vacuity, understand their mirth",Marilyn Chin,One Child Has Brown Eyes,68,"['Body', 'Existential', 'Thought']",https://www.poets.org/poetsorg/poem/one-child-has-brown-eyes
3153,"It is very Common To have A cave within us To hide Away in when it all Seems hopeless. To cry Tears of mostly blood. To feed on the day- Dream in which Side mirrors shear off Of your car As the walled road Narrows.  To swerve might make... There is a saint for the down & out. A rock is a rock Is a rock & redwood Trees grow out Of our chests. It is horrible & right, Here in this place.  Dum Spiro, spero.  We're all in This shit together.",Alex Lemon,operation: get down,95,['Body'],https://www.poets.org/poetsorg/poem/operation-get-down
3154,"The fine fourth finger of his fine right hand,  just slightly, when he's tracking our path  on his iPhone or repairing the clasp  on my watch I will not think about  the myelin sheath. Slight tremor only,  transient, so the flaw in the  pavement must have been my  mother's back.",Linda Gregerson,Slight Tremor,57,['Body'],https://www.poets.org/poetsorg/poem/slight-tremor
3155,"To section off is to intensify, to deaden. Some surfaces cannot be salvaged. Leave them to lose function, to persist only as armature, holding in place those radiant squares of sensation the body a dichotomy of flesh and blood. Wait here in the trellised garden you are becoming. Soon youll know that the strictures have themselves become superfluous, but at that point youll also know that ungridded you could no longer survive.",Monica Youn,Self-Portrait in a Wire Jacket,72,['Body'],https://www.poets.org/poetsorg/poem/self-portrait-wire-jacket
3156,"(Haiku Erasure of Lord Byron's "" Lines Inscribed Upon a Cup Formed from a Skull "") Start spirit; behold the skull. A living head loved earth. My bones resign the worm, lips to hold sparkling grape's slimy circle, shape of reptile's food. Where wit shone of shine, when our brains are substitute, like me, with the dead, life's little, our heads sad. Redeemed and wasting clay this chance. Be of use.",Ravi Shankar,Lines on a Skull,71,['Body'],https://www.poets.org/poetsorg/poem/lines-skull
3157,"I know now the beloved Has no fixed abode, That each body  She inhabits Is only a temporary Home. That she Casts off forms As eagerly As lovers shed clothes.  I accept that he's Just passing through That flower Or that stone.  And yet, it makes  Me dizzy The way he hides In the flow of it, The way she shifts In fluid motions, Becoming other things.  I want to stop him  If only briefly. I want to lure her To the surface And catch her In this net of words.",Gregory Orr,Untitled [I know now the beloved],97,"['Body', 'Migration']",https://www.poets.org/poetsorg/poem/untitled-i-know-now-beloved
